Drug,Predicted_Score,Average_Rating,Review_Count,Disease
etonogestrel,342.09607,No ratings,0,nocturnal leg cramps
varenicline,306.7014,No ratings,0,nocturnal leg cramps
suprep bowel prep kit,283.8389,No ratings,0,nocturnal leg cramps
isotretinoin,248.12187,No ratings,0,nocturnal leg cramps
mirena,244.96419,No ratings,0,nocturnal leg cramps
implanon,237.98082,No ratings,0,nocturnal leg cramps
levonorgestrel,222.22145,No ratings,0,nocturnal leg cramps
ethinyl estradiol / levonorgestrel,213.7299,No ratings,0,nocturnal leg cramps
chantix,212.71014,No ratings,0,nocturnal leg cramps
ethinyl estradiol / norethindrone,210.69522,No ratings,0,nocturnal leg cramps
etonogestrel,309.24377,No ratings,0,hepatic encephalopathy
varenicline,273.84906,No ratings,0,hepatic encephalopathy
suprep bowel prep kit,250.98659,No ratings,0,hepatic encephalopathy
isotretinoin,215.26952,No ratings,0,hepatic encephalopathy
mirena,212.11188,No ratings,0,hepatic encephalopathy
implanon,205.1285,No ratings,0,hepatic encephalopathy
levonorgestrel,189.36913,No ratings,0,hepatic encephalopathy
ethinyl estradiol / levonorgestrel,180.87758,No ratings,0,hepatic encephalopathy
chantix,179.85783,No ratings,0,hepatic encephalopathy
ethinyl estradiol / norethindrone,177.84291,No ratings,0,hepatic encephalopathy
etonogestrel,308.11395,No ratings,0,meniere's disease
varenicline,272.71924,No ratings,0,meniere's disease
suprep bowel prep kit,249.8568,No ratings,0,meniere's disease
isotretinoin,214.13974,No ratings,0,meniere's disease
mirena,210.98207,No ratings,0,meniere's disease
implanon,203.9987,No ratings,0,meniere's disease
levonorgestrel,188.23933,No ratings,0,meniere's disease
ethinyl estradiol / levonorgestrel,179.74779,No ratings,0,meniere's disease
chantix,178.72804,No ratings,0,meniere's disease
ethinyl estradiol / norethindrone,176.7131,No ratings,0,meniere's disease
etonogestrel,350.42535,No ratings,0,xerostomia
varenicline,315.03064,No ratings,0,xerostomia
suprep bowel prep kit,292.16818,No ratings,0,xerostomia
isotretinoin,256.4511,No ratings,0,xerostomia
mirena,253.29347,No ratings,0,xerostomia
implanon,246.3101,No ratings,0,xerostomia
levonorgestrel,230.55074,No ratings,0,xerostomia
ethinyl estradiol / levonorgestrel,222.05919,No ratings,0,xerostomia
chantix,221.03941,No ratings,0,xerostomia
ethinyl estradiol / norethindrone,219.02452,No ratings,0,xerostomia
etonogestrel,332.48553,No ratings,0,uveitis
varenicline,297.09085,No ratings,0,uveitis
suprep bowel prep kit,274.22836,No ratings,0,uveitis
isotretinoin,238.5113,No ratings,0,uveitis
mirena,235.35368,No ratings,0,uveitis
implanon,228.37029,No ratings,0,uveitis
levonorgestrel,212.61092,No ratings,0,uveitis
ethinyl estradiol / levonorgestrel,204.11938,No ratings,0,uveitis
chantix,203.09962,No ratings,0,uveitis
ethinyl estradiol / norethindrone,201.0847,No ratings,0,uveitis
etonogestrel,315.2363,No ratings,0,agitated state
varenicline,279.8416,No ratings,0,agitated state
suprep bowel prep kit,256.97913,No ratings,0,agitated state
isotretinoin,221.26207,No ratings,0,agitated state
mirena,218.10443,No ratings,0,agitated state
implanon,211.12103,No ratings,0,agitated state
levonorgestrel,195.36168,No ratings,0,agitated state
ethinyl estradiol / levonorgestrel,186.87013,No ratings,0,agitated state
chantix,185.85037,No ratings,0,agitated state
ethinyl estradiol / norethindrone,183.83545,No ratings,0,agitated state
etonogestrel,333.36578,No ratings,0,insulin resistance syndrome
varenicline,297.97107,No ratings,0,insulin resistance syndrome
suprep bowel prep kit,275.10858,No ratings,0,insulin resistance syndrome
isotretinoin,239.39156,No ratings,0,insulin resistance syndrome
mirena,236.2339,No ratings,0,insulin resistance syndrome
implanon,229.25053,No ratings,0,insulin resistance syndrome
levonorgestrel,213.49117,No ratings,0,insulin resistance syndrome
ethinyl estradiol / levonorgestrel,204.99962,No ratings,0,insulin resistance syndrome
chantix,203.97986,No ratings,0,insulin resistance syndrome
ethinyl estradiol / norethindrone,201.96492,No ratings,0,insulin resistance syndrome
etonogestrel,324.5974,No ratings,0,cystic fibrosis
varenicline,289.2027,No ratings,0,cystic fibrosis
suprep bowel prep kit,266.34027,No ratings,0,cystic fibrosis
isotretinoin,230.62321,No ratings,0,cystic fibrosis
mirena,227.46556,No ratings,0,cystic fibrosis
implanon,220.48216,No ratings,0,cystic fibrosis
levonorgestrel,204.7228,No ratings,0,cystic fibrosis
ethinyl estradiol / levonorgestrel,196.23125,No ratings,0,cystic fibrosis
chantix,195.2115,No ratings,0,cystic fibrosis
ethinyl estradiol / norethindrone,193.19658,No ratings,0,cystic fibrosis
etonogestrel,325.8614,No ratings,0,conjunctivitis
varenicline,290.4667,No ratings,0,conjunctivitis
suprep bowel prep kit,267.60425,No ratings,0,conjunctivitis
isotretinoin,231.8872,No ratings,0,conjunctivitis
mirena,228.72954,No ratings,0,conjunctivitis
implanon,221.74614,No ratings,0,conjunctivitis
levonorgestrel,205.98679,No ratings,0,conjunctivitis
ethinyl estradiol / levonorgestrel,197.49525,No ratings,0,conjunctivitis
chantix,196.47548,No ratings,0,conjunctivitis
ethinyl estradiol / norethindrone,194.46056,No ratings,0,conjunctivitis
etonogestrel,355.93396,No ratings,0,gas
varenicline,320.53925,No ratings,0,gas
suprep bowel prep kit,297.6768,No ratings,0,gas
isotretinoin,261.95972,No ratings,0,gas
mirena,258.80206,No ratings,0,gas
implanon,251.8187,No ratings,0,gas
levonorgestrel,236.05933,No ratings,0,gas
ethinyl estradiol / levonorgestrel,227.5678,No ratings,0,gas
chantix,226.54802,No ratings,0,gas
ethinyl estradiol / norethindrone,224.5331,No ratings,0,gas
etonogestrel,356.57227,No ratings,0,hereditary angioedema
varenicline,321.17758,No ratings,0,hereditary angioedema
suprep bowel prep kit,298.3151,No ratings,0,hereditary angioedema
isotretinoin,262.59805,No ratings,0,hereditary angioedema
mirena,259.44037,No ratings,0,hereditary angioedema
implanon,252.45702,No ratings,0,hereditary angioedema
levonorgestrel,236.69766,No ratings,0,hereditary angioedema
ethinyl estradiol / levonorgestrel,228.2061,No ratings,0,hereditary angioedema
chantix,227.18634,No ratings,0,hereditary angioedema
ethinyl estradiol / norethindrone,225.17142,No ratings,0,hereditary angioedema
etonogestrel,293.64703,No ratings,0,diabetes insipidus
varenicline,258.25235,No ratings,0,diabetes insipidus
suprep bowel prep kit,235.3899,No ratings,0,diabetes insipidus
isotretinoin,199.6728,No ratings,0,diabetes insipidus
mirena,196.51517,No ratings,0,diabetes insipidus
implanon,189.53178,No ratings,0,diabetes insipidus
levonorgestrel,173.77242,No ratings,0,diabetes insipidus
ethinyl estradiol / levonorgestrel,165.28087,No ratings,0,diabetes insipidus
chantix,164.26111,No ratings,0,diabetes insipidus
ethinyl estradiol / norethindrone,162.2462,No ratings,0,diabetes insipidus
etonogestrel,285.47406,No ratings,0,"onychomycosis, fingernail"
varenicline,250.07939,No ratings,0,"onychomycosis, fingernail"
suprep bowel prep kit,227.21693,No ratings,0,"onychomycosis, fingernail"
isotretinoin,191.49986,No ratings,0,"onychomycosis, fingernail"
mirena,188.34221,No ratings,0,"onychomycosis, fingernail"
implanon,181.35884,No ratings,0,"onychomycosis, fingernail"
levonorgestrel,165.59946,No ratings,0,"onychomycosis, fingernail"
ethinyl estradiol / levonorgestrel,157.10793,No ratings,0,"onychomycosis, fingernail"
chantix,156.08815,No ratings,0,"onychomycosis, fingernail"
ethinyl estradiol / norethindrone,154.07324,No ratings,0,"onychomycosis, fingernail"
etonogestrel,334.18845,No ratings,0,pancreatic exocrine dysfunction
varenicline,298.79376,No ratings,0,pancreatic exocrine dysfunction
suprep bowel prep kit,275.93127,No ratings,0,pancreatic exocrine dysfunction
isotretinoin,240.21422,No ratings,0,pancreatic exocrine dysfunction
mirena,237.05656,No ratings,0,pancreatic exocrine dysfunction
implanon,230.07317,No ratings,0,pancreatic exocrine dysfunction
levonorgestrel,214.31381,No ratings,0,pancreatic exocrine dysfunction
ethinyl estradiol / levonorgestrel,205.82225,No ratings,0,pancreatic exocrine dysfunction
chantix,204.8025,No ratings,0,pancreatic exocrine dysfunction
ethinyl estradiol / norethindrone,202.78758,No ratings,0,pancreatic exocrine dysfunction
etonogestrel,128.1564,No ratings,0,premenstrual syndrome
varenicline,92.761696,No ratings,0,premenstrual syndrome
suprep bowel prep kit,70.3964,No ratings,0,premenstrual syndrome
isotretinoin,36.56847,No ratings,0,premenstrual syndrome
mirena,34.183834,No ratings,0,premenstrual syndrome
implanon,27.450197,No ratings,0,premenstrual syndrome
levonorgestrel,16.392094,No ratings,0,premenstrual syndrome
ethinyl estradiol / levonorgestrel,12.557105,4.333333333333333,3,premenstrual syndrome
chantix,12.519287,No ratings,0,premenstrual syndrome
zarah,12.357387,No ratings,0,premenstrual syndrome
etonogestrel,250.40523,No ratings,0,juvenile idiopathic arthritis
varenicline,215.01054,No ratings,0,juvenile idiopathic arthritis
suprep bowel prep kit,192.14806,No ratings,0,juvenile idiopathic arthritis
isotretinoin,156.431,No ratings,0,juvenile idiopathic arthritis
mirena,153.27336,No ratings,0,juvenile idiopathic arthritis
implanon,146.28996,No ratings,0,juvenile idiopathic arthritis
levonorgestrel,130.5306,No ratings,0,juvenile idiopathic arthritis
ethinyl estradiol / levonorgestrel,122.03904,No ratings,0,juvenile idiopathic arthritis
chantix,121.01928,No ratings,0,juvenile idiopathic arthritis
ethinyl estradiol / norethindrone,119.004364,No ratings,0,juvenile idiopathic arthritis
etonogestrel,351.90283,No ratings,0,moterol / mometasone)
varenicline,316.50815,No ratings,0,moterol / mometasone)
suprep bowel prep kit,293.64566,No ratings,0,moterol / mometasone)
isotretinoin,257.9286,No ratings,0,moterol / mometasone)
mirena,254.77097,No ratings,0,moterol / mometasone)
implanon,247.78757,No ratings,0,moterol / mometasone)
levonorgestrel,232.0282,No ratings,0,moterol / mometasone)
ethinyl estradiol / levonorgestrel,223.53667,No ratings,0,moterol / mometasone)
chantix,222.5169,No ratings,0,moterol / mometasone)
ethinyl estradiol / norethindrone,220.50198,No ratings,0,moterol / mometasone)
etonogestrel,228.9141,No ratings,0,swine flu
varenicline,193.5194,No ratings,0,swine flu
suprep bowel prep kit,170.65692,No ratings,0,swine flu
isotretinoin,134.93987,No ratings,0,swine flu
mirena,131.78221,No ratings,0,swine flu
implanon,124.79881,No ratings,0,swine flu
levonorgestrel,109.03944,No ratings,0,swine flu
ethinyl estradiol / levonorgestrel,100.5479,No ratings,0,swine flu
chantix,99.52814,No ratings,0,swine flu
ethinyl estradiol / norethindrone,97.513214,No ratings,0,swine flu
etonogestrel,357.13818,No ratings,0,diagnosis and investigation
varenicline,321.74353,No ratings,0,diagnosis and investigation
suprep bowel prep kit,298.88107,No ratings,0,diagnosis and investigation
isotretinoin,263.16397,No ratings,0,diagnosis and investigation
mirena,260.00635,No ratings,0,diagnosis and investigation
implanon,253.02296,No ratings,0,diagnosis and investigation
levonorgestrel,237.2636,No ratings,0,diagnosis and investigation
ethinyl estradiol / levonorgestrel,228.77205,No ratings,0,diagnosis and investigation
chantix,227.7523,No ratings,0,diagnosis and investigation
ethinyl estradiol / norethindrone,225.73738,No ratings,0,diagnosis and investigation
etonogestrel,312.03836,No ratings,0,undifferentiated connective tissue disease
varenicline,276.64365,No ratings,0,undifferentiated connective tissue disease
suprep bowel prep kit,253.78117,No ratings,0,undifferentiated connective tissue disease
isotretinoin,218.06413,No ratings,0,undifferentiated connective tissue disease
mirena,214.90648,No ratings,0,undifferentiated connective tissue disease
implanon,207.92308,No ratings,0,undifferentiated connective tissue disease
levonorgestrel,192.16373,No ratings,0,undifferentiated connective tissue disease
ethinyl estradiol / levonorgestrel,183.67218,No ratings,0,undifferentiated connective tissue disease
chantix,182.65242,No ratings,0,undifferentiated connective tissue disease
ethinyl estradiol / norethindrone,180.6375,No ratings,0,undifferentiated connective tissue disease
etonogestrel,246.63586,No ratings,0,duodenal ulce
varenicline,211.24117,No ratings,0,duodenal ulce
suprep bowel prep kit,188.37868,No ratings,0,duodenal ulce
isotretinoin,152.66164,No ratings,0,duodenal ulce
mirena,149.50398,No ratings,0,duodenal ulce
implanon,142.52058,No ratings,0,duodenal ulce
levonorgestrel,126.76122,No ratings,0,duodenal ulce
ethinyl estradiol / levonorgestrel,118.26968,No ratings,0,duodenal ulce
chantix,117.249916,No ratings,0,duodenal ulce
ethinyl estradiol / norethindrone,115.23499,No ratings,0,duodenal ulce
etonogestrel,329.34167,No ratings,0,giardiasis
varenicline,293.94696,No ratings,0,giardiasis
suprep bowel prep kit,271.08447,No ratings,0,giardiasis
isotretinoin,235.36746,No ratings,0,giardiasis
mirena,232.2098,No ratings,0,giardiasis
implanon,225.22643,No ratings,0,giardiasis
levonorgestrel,209.46706,No ratings,0,giardiasis
ethinyl estradiol / levonorgestrel,200.97551,No ratings,0,giardiasis
chantix,199.95576,No ratings,0,giardiasis
ethinyl estradiol / norethindrone,197.94083,No ratings,0,giardiasis
etonogestrel,285.34406,No ratings,0,8</span> users found this comment helpful.
varenicline,249.94939,No ratings,0,8</span> users found this comment helpful.
suprep bowel prep kit,227.0869,No ratings,0,8</span> users found this comment helpful.
isotretinoin,191.36984,No ratings,0,8</span> users found this comment helpful.
mirena,188.21219,No ratings,0,8</span> users found this comment helpful.
implanon,181.2288,No ratings,0,8</span> users found this comment helpful.
levonorgestrel,165.46944,No ratings,0,8</span> users found this comment helpful.
ethinyl estradiol / levonorgestrel,156.97789,No ratings,0,8</span> users found this comment helpful.
chantix,155.95815,No ratings,0,8</span> users found this comment helpful.
ethinyl estradiol / norethindrone,153.94322,No ratings,0,8</span> users found this comment helpful.
etonogestrel,287.03445,No ratings,0,benzodiazepine withdrawal
varenicline,251.63976,No ratings,0,benzodiazepine withdrawal
suprep bowel prep kit,228.77727,No ratings,0,benzodiazepine withdrawal
isotretinoin,193.06023,No ratings,0,benzodiazepine withdrawal
mirena,189.90257,No ratings,0,benzodiazepine withdrawal
implanon,182.9192,No ratings,0,benzodiazepine withdrawal
levonorgestrel,167.15984,No ratings,0,benzodiazepine withdrawal
ethinyl estradiol / levonorgestrel,158.66827,No ratings,0,benzodiazepine withdrawal
chantix,157.64851,No ratings,0,benzodiazepine withdrawal
ethinyl estradiol / norethindrone,155.63359,No ratings,0,benzodiazepine withdrawal
etonogestrel,248.67047,No ratings,0,nightmares
varenicline,213.27577,No ratings,0,nightmares
suprep bowel prep kit,190.41328,No ratings,0,nightmares
isotretinoin,154.69623,No ratings,0,nightmares
mirena,151.53856,No ratings,0,nightmares
implanon,144.55519,No ratings,0,nightmares
levonorgestrel,128.79582,No ratings,0,nightmares
ethinyl estradiol / levonorgestrel,120.36138,No ratings,0,nightmares
chantix,119.284515,No ratings,0,nightmares
ethinyl estradiol / norethindrone,117.37051,No ratings,0,nightmares
etonogestrel,353.39667,No ratings,0,vitamin/mineral supplementation and deficiency
varenicline,318.00195,No ratings,0,vitamin/mineral supplementation and deficiency
suprep bowel prep kit,295.1395,No ratings,0,vitamin/mineral supplementation and deficiency
isotretinoin,259.42242,No ratings,0,vitamin/mineral supplementation and deficiency
mirena,256.26477,No ratings,0,vitamin/mineral supplementation and deficiency
implanon,249.28142,No ratings,0,vitamin/mineral supplementation and deficiency
levonorgestrel,233.52203,No ratings,0,vitamin/mineral supplementation and deficiency
ethinyl estradiol / levonorgestrel,225.0305,No ratings,0,vitamin/mineral supplementation and deficiency
chantix,224.01074,No ratings,0,vitamin/mineral supplementation and deficiency
ethinyl estradiol / norethindrone,221.9958,No ratings,0,vitamin/mineral supplementation and deficiency
etonogestrel,297.94476,No ratings,0,left ventricular dysfunction
